Temperature,Humidity,Light,CO2,HR,Occupancy
20.67,22.26,0.00,450.25,0.0033480451,0
20.63,22.22,0.00,449.75,0.0033337558,0
20.68,22.27,0.00,452.00,0.0033509089,0
20.65,22.25,0.00,452.50,0.0033423235,0
20.64,22.24,0.00,454.00,0.0033388943,0
20.63,22.26,0.00,453.00,0.0033411368,0
20.70,22.29,0.00,454.00,0.0033595120,0
20.68,22.27,0.00,450.00,0.0033509089,0
20.63,22.25,0.00,451.75,0.0033371493,0
20.68,22.27,0.00,450.25,0.0033509089,0
20.63,22.22,0.00,445.00,0.0033337558,0
20.65,22.27,0.00,446.25,0.0033457223,0
20.67,22.26,0.00,450.67,0.0033480451,0
20.64,22.24,0.00,453.60,0.0033388943,0
20.63,22.23,0.00,450.33,0.0033366098,0
20.65,22.25,0.00,445.50,0.0033423235,0
20.65,22.25,0.00,443.00,0.0033423235,0
20.65,22.25,0.00,449.25,0.0033423235,0
20.63,22.23,0.00,454.67,0.0033366098,0
20.65,22.25,0.00,449.00,0.0033423235,0
20.63,22.22,0.00,448.50,0.0033337558,0
20.60,22.20,0.00,449.60,0.0033252058,0
20.60,22.20,0.00,454.00,0.0033252058,0
20.60,22.22,0.00,451.25,0.0033285940,0
20.60,22.20,0.00,449.33,0.0033252058,0
20.60,22.20,0.00,446.00,0.0033252058,0
20.60,22.22,0.00,445.75,0.0033285940,0
20.60,22.20,0.00,451.50,0.0033252058,0
20.60,22.20,0.00,455.25,0.0033252058,0
20.60,22.20,0.00,455.25,0.0033252058,0
20.63,22.23,0.00,451.67,0.0033366098,0
20.60,22.20,0.00,451.00,0.0033252058,0
20.60,22.20,0.00,448.75,0.0033252058,0
20.60,22.20,0.00,445.75,0.0033252058,0
20.60,22.20,0.00,444.75,0.0033252058,0
20.60,22.20,0.00,446.33,0.0033252058,0
20.60,22.20,0.00,450.00,0.0033252058,0
20.58,22.22,0.00,446.50,0.0033234392,0
20.60,22.22,0.00,446.50,0.0033285940,0
20.58,22.27,0.00,447.75,0.0033302051,0
20.58,22.25,0.00,449.60,0.0033292072,0
20.60,22.23,0.00,451.67,0.0033297234,0
20.60,22.26,0.00,450.00,0.0033342410,0
20.60,22.20,0.00,449.25,0.0033252058,0
20.58,22.20,0.00,449.75,0.0033200563,0
20.55,22.27,0.00,453.75,0.0033250468,0
20.60,22.20,0.00,453.00,0.0033252058,0
20.60,22.20,0.00,450.50,0.0033252058,0
20.57,22.23,0.00,447.00,0.0033228495,0
20.58,22.27,0.00,443.75,0.0033302051,0
20.60,22.20,0.00,444.25,0.0033252058,0
20.60,22.27,0.00,451.50,0.0033353705,0
20.60,22.22,0.00,448.40,0.0033279163,0
20.60,22.20,0.00,449.00,0.0033252058,0
20.60,22.26,0.00,449.33,0.0033342410,0
20.60,22.20,0.00,446.25,0.0033252058,0
20.60,22.20,0.00,446.60,0.0033252058,0
20.60,22.20,0.00,447.67,0.0033252058,0
20.60,22.20,0.00,447.00,0.0033252058,0
20.60,22.20,0.00,446.75,0.0033252058,0
20.60,22.20,0.00,449.33,0.0033252058,0
20.58,22.20,0.00,451.20,0.0033210856,0
20.60,22.20,0.00,454.00,0.0033252058,0
20.60,22.20,0.00,451.00,0.0033252058,0
20.60,22.20,0.00,450.25,0.0033252058,0
20.60,22.22,0.00,450.00,0.0033285940,0
20.60,22.22,0.00,449.00,0.0033285940,0
20.60,22.20,0.00,446.00,0.0033252058,0
20.58,22.22,0.00,443.20,0.0033237928,0
20.57,22.26,0.00,443.33,0.0033273578,0
20.60,22.20,0.00,448.00,0.0033252058,0
20.60,22.27,0.00,454.00,0.0033353705,0
20.60,22.29,0.00,451.50,0.0033387587,0
20.60,22.29,0.00,451.33,0.0033387587,0
20.55,22.29,0.00,447.00,0.0033284245,0
20.55,22.29,0.00,448.50,0.0033284245,0
20.53,22.22,0.00,450.50,0.0033131507,0
20.58,22.29,0.00,446.50,0.0033335881,0
20.60,22.29,0.00,447.33,0.0033387587,0
20.58,22.29,0.00,453.50,0.0033335881,0
20.57,22.29,0.00,451.33,0.0033318661,0
20.58,22.25,0.00,449.40,0.0033292072,0
20.53,22.26,0.00,453.67,0.0033204871,0
20.58,22.20,0.00,448.25,0.0033200563,0
20.58,22.29,0.00,452.00,0.0033335881,0
20.53,22.27,0.00,452.67,0.0033198955,0
20.60,22.20,0.00,454.67,0.0033252058,0
20.60,22.25,0.00,453.20,0.0033333375,0
20.56,22.29,0.00,447.60,0.0033304891,0
20.60,22.29,0.00,447.67,0.0033387587,0
20.55,22.29,0.00,448.00,0.0033284245,0
20.55,22.29,0.00,451.00,0.0033284245,0
20.60,22.29,0.00,451.00,0.0033387587,0
20.53,22.27,0.00,451.00,0.0033198955,0
20.53,22.29,0.00,449.75,0.0033232680,0
20.52,22.29,0.00,453.00,0.0033222376,0
20.50,22.27,0.00,453.50,0.0033147513,0
20.50,22.29,0.00,452.33,0.0033181185,0
20.53,22.29,0.00,452.00,0.0033232680,0
20.60,22.26,0.00,450.67,0.0033342410,0
20.50,22.20,0.00,449.50,0.0033046498,0
20.60,22.22,0.00,449.75,0.0033285940,0
20.56,22.20,0.00,449.00,0.0033169699,0
20.60,22.20,0.00,451.33,0.0033252058,0
20.57,22.20,0.00,449.00,0.0033183413,0
20.57,22.20,0.00,448.00,0.0033183413,0
20.58,22.20,0.00,443.25,0.0033200563,0
20.55,22.25,0.00,446.50,0.0033216691,0
20.60,22.25,0.00,448.75,0.0033319822,0
20.60,22.22,0.00,451.00,0.0033285940,0
20.60,22.20,0.00,451.50,0.0033252058,0
20.57,22.20,0.00,455.00,0.0033183413,0
20.60,22.20,0.00,451.60,0.0033252058,0
20.60,22.20,0.00,452.67,0.0033252058,0
20.60,22.14,0.00,448.20,0.0033161709,0
20.60,22.13,0.00,445.75,0.0033139122,0
20.60,22.10,0.00,446.67,0.0033101477,0
20.60,22.10,0.00,446.33,0.0033101477,0
20.60,22.13,0.00,444.75,0.0033139122,0
20.60,22.10,0.00,444.50,0.0033101477,0
20.58,22.14,0.00,446.00,0.0033120619,0
20.57,22.13,0.00,443.33,0.0033083233,0
20.60,22.10,0.00,447.00,0.0033101477,0
20.57,22.10,0.00,446.00,0.0033033145,0
20.60,22.15,0.00,445.25,0.0033176767,0
20.58,22.13,0.00,442.00,0.0033087802,0
20.58,22.10,0.00,443.00,0.0033050216,0
20.60,22.10,0.00,443.00,0.0033101477,0
20.60,22.10,0.00,446.33,0.0033101477,0
20.60,22.13,0.00,449.00,0.0033151670,0
20.60,22.13,0.00,445.25,0.0033139122,0
20.60,22.10,0.00,441.25,0.0033101477,0
20.58,22.18,0.00,441.75,0.0033162975,0
20.58,22.18,0.00,441.50,0.0033162975,0
20.60,22.13,0.00,445.00,0.0033151670,0
20.58,22.13,0.00,446.00,0.0033087802,0
20.55,22.20,0.00,442.50,0.0033149138,0
20.57,22.20,0.00,445.00,0.0033183413,0
20.53,22.20,0.00,443.50,0.0033097783,0
20.56,22.20,0.00,443.00,0.0033169699,0
20.60,22.20,0.00,444.33,0.0033252058,0
20.53,22.20,0.00,443.67,0.0033114894,0
20.58,22.20,0.00,443.40,0.0033210856,0
20.60,22.20,0.00,447.00,0.0033252058,0
20.60,22.20,0.00,446.25,0.0033252058,0
20.56,22.20,0.00,445.60,0.0033169699,0
20.55,22.20,0.00,448.50,0.0033149138,0
20.60,22.20,0.00,443.67,0.0033252058,0
20.58,22.20,0.00,444.40,0.0033210856,0
20.60,22.20,0.00,444.33,0.0033252058,0
20.58,22.20,0.00,443.50,0.0033200563,0
20.57,22.23,0.00,451.00,0.0033228495,0
20.58,22.27,0.00,444.50,0.0033302051,0
20.60,22.22,0.00,443.00,0.0033285940,0
20.53,22.20,0.00,445.67,0.0033114894,0
20.56,22.20,0.00,447.80,0.0033169699,0
20.60,22.20,0.00,445.00,0.0033252058,0
20.58,22.20,0.00,442.50,0.0033200563,0
20.53,22.25,0.00,446.75,0.0033165231,0
20.53,22.27,0.00,442.75,0.0033198955,0
20.50,22.29,0.00,441.33,0.0033181185,0
20.53,22.29,0.00,443.75,0.0033232680,0
20.50,22.29,0.00,441.25,0.0033181185,0
20.50,22.29,0.00,440.25,0.0033181185,0
20.50,22.29,0.00,441.50,0.0033181185,0
20.50,22.29,0.00,439.33,0.0033181185,0
20.50,22.29,0.00,439.00,0.0033181185,0
20.50,22.29,0.00,445.33,0.0033181185,0
20.50,22.29,0.00,443.50,0.0033181185,0
20.50,22.29,0.00,439.80,0.0033181185,0
20.50,22.29,0.00,438.25,0.0033181185,0
20.50,22.29,0.00,443.00,0.0033181185,0
20.50,22.29,0.00,440.75,0.0033181185,0
20.50,22.29,0.00,438.20,0.0033181185,0
20.50,22.29,0.00,441.33,0.0033181185,0
20.50,22.29,0.00,438.25,0.0033181185,0
20.50,22.29,0.00,436.50,0.0033181185,0
20.50,22.29,0.00,439.33,0.0033181185,0
20.50,22.29,0.00,439.75,0.0033181185,0
20.50,22.29,0.00,439.75,0.0033181185,0
20.50,22.29,0.00,441.17,0.0033181185,0
20.50,22.29,0.00,441.67,0.0033181185,0
20.50,22.29,0.00,438.50,0.0033181185,0
20.50,22.29,0.00,439.75,0.0033181185,0
20.50,22.29,0.00,438.20,0.0033181185,0
20.50,22.29,0.00,438.67,0.0033181185,0
20.50,22.32,0.00,442.00,0.0033218599,0
20.50,22.39,0.00,447.75,0.0033330844,0
20.50,22.36,0.00,442.33,0.0033280957,0
20.50,22.37,0.00,442.25,0.0033293429,0
20.50,22.39,0.00,445.75,0.0033330844,0
20.50,22.37,0.00,441.50,0.0033293429,0
20.50,22.39,0.00,437.25,0.0033330844,0
20.50,22.39,0.00,439.00,0.0033330844,0
20.50,22.29,0.00,436.50,0.0033181185,0
20.50,22.32,0.00,432.50,0.0033231071,0
20.50,22.32,0.00,427.50,0.0033218599,0
20.50,22.32,0.00,437.50,0.0033218599,0
20.50,22.36,0.00,436.67,0.0033280957,0
20.50,22.39,0.00,435.00,0.0033330844,0
20.50,22.39,0.00,437.00,0.0033330844,0
20.50,22.39,0.00,438.67,0.0033330844,0
20.50,22.39,0.00,440.50,0.0033330844,0
20.50,22.34,0.00,442.75,0.0033256014,0
20.50,22.37,0.00,438.00,0.0033300912,0
20.50,22.39,0.00,436.25,0.0033330844,0
20.46,22.36,0.00,441.33,0.0033205331,0
20.50,22.39,0.00,441.00,0.0033330844,0
20.50,22.32,0.00,437.00,0.0033218599,0
20.50,22.37,0.00,435.20,0.0033300912,0
20.50,22.36,0.00,433.33,0.0033280957,0
20.50,22.39,0.00,435.00,0.0033330844,0
20.50,22.34,0.00,433.80,0.0033256014,0
20.50,22.39,0.00,435.33,0.0033330844,0
20.50,22.39,0.00,437.25,0.0033330844,0
20.50,22.39,0.00,434.40,0.0033330844,0
20.50,22.39,0.00,431.75,0.0033330844,0
20.50,22.39,0.00,437.33,0.0033330844,0
20.50,22.39,0.00,439.67,0.0033330844,0
20.48,22.37,0.00,435.60,0.0033255490,0
20.46,22.35,0.00,433.00,0.0033180274,0
20.48,22.39,0.00,432.60,0.0033288371,0
20.50,22.39,0.00,435.75,0.0033330844,0
20.43,22.32,0.00,436.00,0.0033080197,0
20.50,22.39,0.00,434.50,0.0033330844,0
20.48,22.39,0.00,435.40,0.0033288371,0
20.43,22.32,0.00,437.33,0.0033080197,0
20.42,22.39,0.00,430.75,0.0033164364,0
20.46,22.41,0.00,439.20,0.0033275795,0
20.47,22.39,0.00,441.50,0.0033274025,0
20.46,22.39,0.00,445.67,0.0033260081,0
20.50,22.39,0.00,443.25,0.0033330844,0
20.42,22.34,0.00,438.25,0.0033089917,0
20.46,22.46,0.00,437.00,0.0033364608,0
20.48,22.48,0.00,429.80,0.0033416907,0
20.50,22.46,0.00,431.20,0.0033429623,0
20.50,22.41,0.00,435.80,0.0033363770,0
20.47,22.39,0.00,435.75,0.0033277760,0
20.45,22.34,0.00,434.25,0.0033142716,0
20.50,22.43,0.00,434.60,0.0033396697,0
20.50,22.39,0.00,434.00,0.0033330844,0
20.50,22.39,0.00,433.50,0.0033330844,0
20.50,22.39,0.00,434.67,0.0033330844,0
20.50,22.39,0.00,437.50,0.0033330844,0
20.50,22.39,0.00,438.50,0.0033330844,0
20.50,22.43,0.00,436.67,0.0033385721,0
20.50,22.45,0.00,431.17,0.0033413160,0
20.50,22.39,0.00,436.00,0.0033330844,0
20.47,22.39,0.00,438.25,0.0033277760,0
20.50,22.46,0.00,439.00,0.0033440599,0
20.50,22.46,0.00,436.60,0.0033429623,0
20.50,22.39,0.00,432.67,0.0033330844,0
20.50,22.39,0.00,433.25,0.0033330844,0
20.47,22.39,0.00,433.50,0.0033274025,0
20.47,22.42,0.00,435.75,0.0033315112,0
20.50,22.50,0.00,436.00,0.0033495477,0
20.50,22.48,0.00,430.80,0.0033462550,0
20.43,22.41,0.00,435.40,0.0033227411,0
20.42,22.34,0.00,433.50,0.0033086195,0
20.39,22.39,0.00,429.75,0.0033104078,0
20.39,22.39,0.00,430.00,0.0033104078,0
20.39,22.39,0.00,433.00,0.0033104078,0
20.39,22.39,0.00,436.25,0.0033104078,0
20.39,22.39,0.00,433.50,0.0033104078,0
20.39,22.50,0.00,434.25,0.0033267585,0
20.39,22.46,0.00,430.33,0.0033213081,0
20.39,22.50,0.00,429.60,0.0033267585,0
20.39,22.50,0.00,433.50,0.0033267585,0
20.39,22.50,0.00,435.60,0.0033267585,0
20.39,22.50,0.00,434.67,0.0033267585,0
20.39,22.50,0.00,432.33,0.0033267585,0
20.39,22.50,0.00,438.00,0.0033267585,0
20.39,22.50,0.00,436.50,0.0033267585,0
20.39,22.50,0.00,440.75,0.0033267585,0
20.39,22.50,0.00,438.00,0.0033267585,0
20.39,22.50,0.00,434.75,0.0033267585,0
20.39,22.50,0.00,434.75,0.0033267585,0
20.39,22.50,0.00,435.67,0.0033267585,0
20.39,22.50,0.00,434.00,0.0033267585,0
20.35,22.50,0.00,429.20,0.0033185054,0
20.39,22.50,0.00,431.50,0.0033267585,0
20.39,22.50,0.00,430.00,0.0033267585,0
20.39,22.50,0.00,434.00,0.0033267585,0
20.39,22.50,0.00,434.25,0.0033267585,0
20.39,22.50,0.00,432.40,0.0033267585,0
20.39,22.46,0.00,434.33,0.0033213081,0
20.39,22.50,0.00,436.40,0.0033267585,0
20.39,22.50,0.00,435.75,0.0033267585,0
20.39,22.50,0.00,435.20,0.0033267585,0
20.39,22.50,0.00,436.75,0.0033267585,0
20.39,22.50,0.00,438.25,0.0033267585,0
20.39,22.50,0.00,438.75,0.0033267585,0
20.39,22.47,0.00,437.50,0.0033226707,0
20.39,22.46,0.00,439.33,0.0033213081,0
20.39,22.50,0.00,437.50,0.0033267585,0
20.39,22.50,0.00,433.60,0.0033267585,0
20.39,22.50,0.00,431.33,0.0033267585,0
20.39,22.50,0.00,434.80,0.0033267585,0
20.39,22.46,0.00,433.33,0.0033213081,0
20.39,22.47,0.00,433.80,0.0033226707,0
20.39,22.50,0.00,436.50,0.0033267585,0
20.39,22.50,0.00,434.00,0.0033267585,0
20.39,22.47,0.00,433.75,0.0033226707,0
20.39,22.45,0.00,435.50,0.0033185830,0
20.39,22.43,0.00,434.33,0.0033158579,0
20.39,22.50,0.00,431.75,0.0033267585,0
20.39,22.50,0.00,431.50,0.0033267585,0
20.39,22.50,0.00,432.50,0.0033267585,0
20.39,22.46,0.00,435.40,0.0033202181,0
20.39,22.50,0.00,436.67,0.0033267585,0
20.39,22.50,0.00,432.60,0.0033267585,0
20.39,22.46,0.00,433.00,0.0033213081,0
20.39,22.45,0.00,431.50,0.0033185830,0
20.39,22.50,0.00,431.80,0.0033267585,0
20.39,22.50,0.00,439.67,0.0033267585,0
20.39,22.50,0.00,436.67,0.0033267585,0
20.39,22.50,0.00,439.00,0.0033267585,0
20.39,22.50,0.00,436.25,0.0033267585,0
20.39,22.50,0.00,435.80,0.0033267585,0
20.39,22.43,0.00,438.33,0.0033158579,0
20.39,22.47,0.00,436.00,0.0033226707,0
20.39,22.50,0.00,433.67,0.0033267585,0
20.39,22.50,0.00,432.25,0.0033267585,0
20.39,22.50,0.00,433.50,0.0033267585,0
20.39,22.50,0.00,436.25,0.0033267585,0
20.39,22.50,0.00,435.00,0.0033267585,0
20.39,22.50,0.00,433.75,0.0033267585,0
20.39,22.50,0.00,440.67,0.0033267585,0
20.39,22.50,0.00,441.20,0.0033267585,0
20.39,22.50,0.00,435.25,0.0033267585,0
20.39,22.50,0.00,437.25,0.0033267585,0
20.39,22.50,0.00,435.50,0.0033267585,0
20.39,22.50,0.00,439.75,0.0033267585,0
20.39,22.50,0.00,438.00,0.0033267585,0
20.39,22.50,0.00,435.25,0.0033267585,0
20.39,22.50,0.00,434.20,0.0033267585,0
20.39,22.50,0.00,435.00,0.0033267585,0
20.37,22.50,0.00,436.50,0.0033215982,0
20.39,22.50,0.00,434.00,0.0033267585,0
20.39,22.50,0.00,435.25,0.0033267585,0
20.39,22.50,0.00,432.75,0.0033267585,0
20.39,22.50,0.00,432.00,0.0033267585,0
20.39,22.50,0.00,432.00,0.0033267585,0
20.39,22.50,0.00,431.50,0.0033267585,0
20.39,22.50,0.00,435.00,0.0033267585,0
20.39,22.50,0.00,437.67,0.0033267585,0
20.39,22.50,0.00,437.33,0.0033267585,0
20.37,22.50,0.00,438.00,0.0033215982,0
20.37,22.50,0.00,434.25,0.0033215982,0
20.34,22.58,0.00,435.75,0.0033275589,0
20.32,22.60,0.00,433.25,0.0033260943,0
20.32,22.60,0.00,434.75,0.0033260943,0
20.36,22.60,0.00,439.00,0.0033347138,0
20.34,22.60,0.00,439.25,0.0033312636,0
20.37,22.58,0.00,438.50,0.0033327295,0
20.29,22.60,0.00,437.60,0.0033209321,0
20.29,22.60,0.00,434.50,0.0033209321,0
20.29,22.60,0.00,435.50,0.0033209321,0
20.32,22.60,0.00,436.00,0.0033278166,0
20.29,22.60,0.00,435.20,0.0033209321,0
20.32,22.60,0.00,433.67,0.0033278166,0
20.29,22.60,0.00,434.25,0.0033209321,0
20.29,22.63,0.00,440.50,0.0033246253,0
20.29,22.63,0.00,440.67,0.0033258564,0
20.29,22.68,0.00,438.00,0.0033320119,0
20.29,22.70,0.00,433.80,0.0033357053,0
20.29,22.70,0.00,435.00,0.0033357053,0
20.29,22.70,0.00,434.75,0.0033357053,0
20.29,22.70,0.00,437.33,0.0033357053,0
20.29,22.70,0.00,439.50,0.0033357053,0
20.29,22.65,0.00,432.75,0.0033283186,0
20.29,22.60,0.00,435.00,0.0033209321,0
20.29,22.70,0.00,436.50,0.0033357053,0
20.29,22.68,0.00,434.67,0.0033320119,0
20.29,22.70,0.00,436.00,0.0033357053,0
20.29,22.70,0.00,441.50,0.0033357053,0
20.29,22.70,0.00,436.00,0.0033357053,0
20.29,22.68,0.00,435.75,0.0033320119,0
20.29,22.65,0.00,431.00,0.0033283186,0
20.29,22.70,0.00,434.00,0.0033357053,0
20.29,22.70,0.00,436.00,0.0033357053,0
20.29,22.70,0.00,436.50,0.0033357053,0
20.29,22.70,0.00,436.50,0.0033357053,0
20.29,22.70,0.00,436.25,0.0033357053,0
20.29,22.70,0.00,437.67,0.0033357053,0
20.29,22.70,0.00,432.25,0.0033357053,0
20.29,22.70,0.00,429.33,0.0033357053,0
20.29,22.70,0.00,432.25,0.0033357053,0
20.27,22.68,0.00,437.00,0.0033290249,0
20.26,22.67,0.00,433.33,0.0033245770,0
20.29,22.70,0.00,427.60,0.0033357053,0
20.29,22.70,0.00,436.00,0.0033357053,0
20.29,22.70,0.00,436.33,0.0033357053,0
20.29,22.70,0.00,435.25,0.0033357053,0
20.29,22.70,0.00,436.25,0.0033357053,0
20.29,22.70,0.00,434.25,0.0033357053,0
20.29,22.72,0.00,436.00,0.0033390294,0
20.27,22.70,0.00,434.50,0.0033310446,0
20.26,22.76,0.00,435.67,0.0033383399,0
20.29,22.70,0.00,433.00,0.0033357053,0
20.29,22.70,0.00,428.25,0.0033357053,0
20.29,22.70,0.00,434.20,0.0033357053,0
20.27,22.68,0.00,437.00,0.0033273564,0
20.27,22.72,0.00,433.67,0.0033339951,0
20.29,22.76,0.00,434.00,0.0033445695,0
20.29,22.77,0.00,439.60,0.0033463424,0
20.29,22.79,0.00,435.67,0.0033490018,0
20.29,22.77,0.00,431.00,0.0033456776,0
20.29,22.76,0.00,433.33,0.0033445695,0
20.29,22.70,0.00,434.50,0.0033357053,0
20.29,22.70,0.00,435.00,0.0033357053,0
20.29,22.70,0.00,437.75,0.0033357053,0
20.29,22.79,0.00,438.33,0.0033490018,0
20.29,22.72,0.00,438.00,0.0033390294,0
20.29,22.70,0.00,431.75,0.0033357053,0
20.29,22.77,0.00,432.75,0.0033456776,0
20.29,22.72,0.00,431.25,0.0033390294,0
20.29,22.70,0.00,437.25,0.0033357053,0
20.32,22.70,0.00,434.33,0.0033426206,0
20.37,22.70,0.00,429.50,0.0033512826,0
20.39,22.70,0.00,430.00,0.0033564892,0
20.39,22.70,0.00,434.00,0.0033564892,0
20.39,22.70,0.00,437.75,0.0033564892,0
20.39,22.70,0.00,434.67,0.0033564892,0
20.39,22.70,0.00,431.75,0.0033564892,0
20.39,22.65,0.00,437.50,0.0033490563,0
20.39,22.68,0.00,433.80,0.0033535160,0
20.39,22.70,0.00,435.80,0.0033564892,0
20.39,22.70,0.00,437.67,0.0033564892,0
20.39,22.70,0.00,434.25,0.0033564892,0
20.39,22.68,0.00,433.00,0.0033527727,0
20.39,22.70,0.00,436.25,0.0033564892,0
20.37,22.70,0.00,436.80,0.0033523233,0
20.32,22.70,0.00,438.00,0.0033426206,0
20.29,22.72,0.00,438.75,0.0033390294,0
20.29,22.75,0.00,439.50,0.0033423535,0
20.29,22.79,0.00,441.25,0.0033490018,0
20.29,22.79,0.00,432.00,0.0033490018,0
20.29,22.79,0.00,431.67,0.0033490018,0
20.29,22.79,0.00,435.00,0.0033490018,0
20.29,22.79,0.00,435.75,0.0033490018,0
20.26,22.79,0.00,436.33,0.0033427638,0
20.29,22.84,0.00,436.00,0.0033563889,0
20.27,22.84,0.00,439.25,0.0033516991,0
20.25,22.82,0.00,435.00,0.0033433319,0
20.24,22.83,0.00,431.40,0.0033436707,0
20.29,22.89,0.00,435.33,0.0033637763,0
20.20,22.79,0.00,439.67,0.0033303187,0
20.22,22.81,0.00,431.40,0.0033369895,0
20.25,22.84,0.00,431.00,0.0033470151,0
20.20,22.79,0.00,431.75,0.0033303187,0
20.25,22.84,0.00,437.75,0.0033470151,0
20.27,22.87,0.00,436.75,0.0033553876,0
20.20,22.79,0.00,432.00,0.0033303187,0
20.22,22.82,0.00,433.25,0.0033386588,0
20.20,22.79,0.00,434.50,0.0033303187,0
20.20,22.79,0.00,436.50,0.0033303187,0
20.22,22.82,0.00,438.25,0.0033386588,0
20.20,22.79,0.00,439.00,0.0033303187,0
20.20,22.82,0.00,441.20,0.0033339915,0
20.22,22.87,0.00,435.25,0.0033463828,0
20.20,22.89,0.00,433.75,0.0033450103,0
20.20,22.89,0.00,439.25,0.0033450103,0
20.20,22.89,0.00,442.00,0.0033450103,0
20.20,22.89,0.00,445.33,0.0033450103,0
20.20,22.89,0.00,440.60,0.0033450103,0
20.20,22.89,0.00,440.67,0.0033450103,0
20.24,22.83,0.00,440.20,0.0033436707,0
20.29,22.84,0.00,439.50,0.0033563889,0
20.29,22.79,0.00,441.67,0.0033490018,0
20.29,22.79,0.00,440.50,0.0033490018,0
20.29,22.79,0.00,437.00,0.0033490018,0
20.29,22.79,0.00,439.00,0.0033490018,0
20.29,22.79,0.00,438.50,0.0033490018,0
20.29,22.79,0.00,438.50,0.0033490018,0
20.32,22.79,0.00,440.25,0.0033542079,0
20.36,22.70,0.00,445.00,0.0033495486,0
20.34,22.75,0.00,442.75,0.0033527520,0
20.34,22.72,0.00,439.75,0.0033494175,0
20.32,22.77,0.00,434.50,0.0033508785,0
20.32,22.77,0.00,437.50,0.0033508785,0
20.29,22.79,0.00,440.00,0.0033490018,0
20.29,22.79,0.00,438.00,0.0033490018,0
20.29,22.79,217.20,441.60,0.0033490018,1
20.29,22.86,413.67,442.67,0.0033588514,1
20.29,22.96,433.00,445.60,0.0033735278,1
20.29,23.00,419.00,453.00,0.0033800291,0
20.32,23.10,419.00,459.25,0.0034000827,0
20.29,23.20,419.00,470.40,0.0034095817,0
20.31,23.20,416.20,466.00,0.0034138218,0
20.31,23.20,415.00,470.80,0.0034138218,1
20.33,23.20,412.20,476.60,0.0034180665,1
20.39,23.20,412.20,473.00,0.0034308285,1
20.37,23.25,413.50,473.00,0.0034321869,1
20.39,23.34,403.50,479.75,0.0034516467,1
20.39,23.43,397.40,494.20,0.0034656254,1
20.39,23.50,399.50,498.75,0.0034754405,1
20.39,23.66,397.40,501.00,0.0034992362,1
20.39,23.70,398.33,507.00,0.0035051854,1
20.39,23.70,399.50,518.00,0.0035051854,1
20.45,23.82,403.00,520.00,0.0035347132,1
20.50,23.89,407.67,523.67,0.0035576589,1
20.50,23.98,412.20,525.20,0.0035708390,1
20.50,24.03,413.00,531.33,0.0035791267,1
20.50,24.10,414.00,538.00,0.0035891122,1
20.50,24.10,412.20,536.40,0.0035891122,1
20.50,24.10,413.00,538.33,0.0035891122,1
20.50,24.18,412.20,541.00,0.0036010953,1
20.52,24.24,407.40,549.60,0.0036139665,1
20.50,24.32,407.00,555.17,0.0036225660,1
20.50,24.39,405.00,561.50,0.0036325529,1
20.50,24.39,405.00,569.00,0.0036325529,1
20.56,24.39,405.00,568.20,0.0036461026,1
20.55,24.39,412.00,572.00,0.0036438413,1
20.55,24.39,416.67,573.17,0.0036438413,1
20.58,24.39,419.00,583.00,0.0036506291,1
20.60,24.39,419.00,585.00,0.0036551605,1
20.67,24.39,419.00,584.67,0.0036703010,1
20.70,24.37,419.00,584.80,0.0036748583,1
20.70,24.39,419.00,591.40,0.0036778920,1
20.70,24.39,419.00,594.33,0.0036778920,1
20.70,24.39,419.00,600.50,0.0036778920,1
20.74,24.39,419.00,601.40,0.0036861058,1
20.73,24.39,419.00,606.00,0.0036847357,1
20.70,24.50,419.00,608.75,0.0036945780,1
20.75,24.50,419.00,616.80,0.0037069610,1
20.79,24.50,419.00,624.20,0.0037152367,1
20.77,24.52,419.00,625.60,0.0037141444,1
20.77,24.60,419.00,628.75,0.0037252963,1
20.75,24.66,419.00,635.20,0.0037313150,1
20.77,24.70,419.00,640.80,0.0037415737,1
20.79,24.70,421.80,642.40,0.0037457478,1
20.79,24.70,422.50,643.25,0.0037457478,1
20.79,24.74,427.40,643.60,0.0037512401,1
20.79,24.79,433.00,645.25,0.0037594787,1
20.78,24.79,433.00,652.67,0.0037559872,1
20.79,24.79,433.00,658.00,0.0037594787,1
20.79,24.79,433.00,665.50,0.0037594787,1
20.79,24.79,433.00,666.33,0.0037594787,1
20.79,24.79,433.00,666.50,0.0037594787,1
20.79,24.79,433.00,668.20,0.0037594787,1
20.79,24.79,433.00,668.00,0.0037594787,1
20.79,24.79,433.00,672.67,0.0037594787,1
20.79,24.79,433.00,672.75,0.0037594787,1
20.79,24.79,433.00,679.20,0.0037594787,1
20.82,24.82,433.00,683.50,0.0037691245,1
20.79,24.79,440.00,688.50,0.0037594787,1
20.84,24.84,434.50,686.00,0.0037787901,1
20.79,24.79,435.50,689.75,0.0037594787,1
20.89,24.89,443.40,700.00,0.0037981813,1
20.83,24.83,439.80,697.60,0.0037749214,1
20.87,24.87,439.80,695.80,0.0037904152,1
20.89,24.87,441.00,697.33,0.0037956224,1
20.89,24.89,442.50,701.25,0.0037981813,1
20.87,24.84,441.00,700.67,0.0037865964,1
20.87,24.78,441.00,694.83,0.0037766276,1
20.89,24.84,442.50,709.75,0.0037905048,1
20.89,24.86,435.00,715.00,0.0037930636,1
